TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
NANOG	THZ-2-102-1	346	CDK7	-0.0161967158104179	0.862831922945303	0.938612577720775
ZNF423	BIX02189	279	MAP2K5 (MEK5)	0.00774688172450485	0.862837496048888	0.938612577720775
HNF1A	GSK269962A (rescreen)	1192	ROCK1, ROCK2	0.00951302706240598	0.862940515444035	0.938663964035843
MYB	GNF-2	52	ABL [T315I]	-0.00802552330206533	0.862923862153984	0.938663964035843
ARNTL	EKB-569	282	EGFR	0.00955875902145536	0.86306309859338	0.938736622815597
KLF5	GSK2126458	283	PI3K, MTOR	-0.0100302816718062	0.863051742164831	0.938736622815597
FOXO3	UNC0638	245	G9a(EHMT2), GLP(EHMT1)	-0.00779442627073589	0.86311499306762	0.938762727973718
EGR1	Cytarabine	1006	DNA synthesis	0.0105844198292628	0.863159063297604	0.9387669298603
EGR1	ZG-10	1161	IRAK1	-0.00983269440636254	0.863260768393179	0.9387669298603
ESR2	PLX4720	1036	BRAF	0.0100555093222841	0.863234384604305	0.9387669298603
IKZF1	Bryostatin 1	197	PRKC	0.00669943103769696	0.863324625799708	0.9387669298603
LEF1	Lapatinib	119	ERBB2, EGFR	0.0167073836813761	0.863288375105865	0.9387669298603
NHLH1	BMS-536924	62	IGF1R	-0.0182505817144003	0.863342007015485	0.9387669298603
NRF1	PLX4720	1036	BRAF	-0.00788076299507452	0.863238606529216	0.9387669298603
RREB1	TGX221	94	PI3Kbeta	0.0117007701028181	0.863245384508796	0.9387669298603
ATF2	PHA-665752	6	MET	-0.0096871293812725	0.86355378426565	0.938815627113042
E2F7	TPCA-1	305	IKK	0.00869795991297197	0.863580042451282	0.938815627113042
EWSR1-FLI1	BMS-708163	205	g-secretase	-0.00416157267092779	0.863455610724944	0.938815627113042
FLI1	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	-0.0127257758991023	0.863429991231308	0.938815627113042
REL	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0103384444286601	0.863491776958124	0.938815627113042
TCF3	ZG-10	1161	IRAK1	-0.0116372504079078	0.86353569426265	0.938815627113042
TP63	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.0107749425736553	0.863582058658908	0.938815627113042
ELF5	AZD6482	156	PI3Kbeta	0.00867817170178653	0.863709308244321	0.938914244144716
FOXP3	LAQ824	200	HDAC	-0.0111064944281037	0.863728569268174	0.938914244144716
SREBF2	NSC-207895	269	MDM4	0.00882979400812845	0.863774723138441	0.938934088279585
JUND	GSK2126458	283	PI3K, MTOR	-0.0132141670181133	0.863964293665288	0.939079491758075
USF2	CAY10603	276	HDAC6	0.0097372852596435	0.863948623359173	0.939079491758075
ATF3	BMS-754807	184	IGF1R	0.011417540819554	0.864191639700531	0.93909603375066
BACH1	AZD6482 (rescreen)	1066	PI3Kbeta	0.00789964289242892	0.86412104854701	0.93909603375066
FLI1	AZD6482	156	PI3Kbeta	0.013602115311639	0.864206770965305	0.93909603375066
FOXO3	Phenformin	196	AAPK1 (AMPK) agonist	-0.0108027231534417	0.864286452217885	0.93909603375066
GATA6	FR-180204	263	ERK	-0.0053717387026684	0.864253761463777	0.93909603375066
KLF5	UNC1215	1262	LMBL3	-0.00299038080411554	0.86421252767795	0.93909603375066
RXRA	Docetaxel	1007	Microtubules	-0.0103630265711694	0.864259609779287	0.93909603375066
SMAD4	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.0110298396718827	0.864281046415407	0.93909603375066
SP3	AZD6482	156	PI3Kbeta	-0.00838631768417728	0.864202996397765	0.93909603375066
TEAD1	Tubastatin A	265	HDAC6	-0.00801716273331544	0.864018995738549	0.93909603375066
TP53	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.00767544738912108	0.864152752637818	0.93909603375066
TBP	LFM-A13	192	BTK	-0.00429345533687616	0.864355560174662	0.939140803153455
PRDM14	MS-275	88	HDAC	0.0165176574175713	0.864419363834313	0.939149488002189
USF1	WZ3105	252	CLK2, CNSK1E, FLT3, ULK1	0.00938169703326022	0.864418957598563	0.939149488002189
PAX6	JQ1	163	BRD4	0.0104597353085858	0.864470634242882	0.939174872343088
RUNX1	Masitinib	292	KIT	0.00873245676527	0.864543028014503	0.939200829651901
SRF	KIN001-055	288	JAK3, MNK1	-0.00709960820272086	0.864550340294633	0.939200829651901
E2F4	CP466722	152	ATM	-0.00786650157128914	0.864670478707838	0.939270704309351
POU5F1	Crizotinib	37	MET, ALK	-0.011450336164567	0.86464921174266	0.939270704309351
STAT1	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.00947899450329157	0.864728353238704	0.939272938556951
STAT6	UNC1215	1262	LMBL3	0.00354609315456986	0.864709643897748	0.939272938556951
LEF1	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.0141371034597423	0.864769753566593	0.939287592586209
ARNT	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	-0.00632067103140207	0.864906644496193	0.939306382165956
HNF1A	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	-0.0072704145571597	0.864867841446523	0.939306382165956
POU3F2	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.0122880816006057	0.864896266438844	0.939306382165956
RARA	AS605240	224	PI3Kgamma	0.00963804292555735	0.864926601792392	0.939306382165956
SREBF2	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	0.00503561077878792	0.864887937223127	0.939306382165956
REST	Erlotinib	1	EGFR	-0.0161258453822521	0.864974255304895	0.939327822990102
EGR1	Bosutinib	1019	SRC, ABL, TEC	-0.0083393227718908	0.865029099538468	0.939357071017267
ERG	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.00945533318138704	0.865058620293756	0.939358818636026
ATF2	CP724714	255	ERBB2	-0.00595414550672303	0.865157569138937	0.939435955003256
ATF4	Bosutinib	1019	SRC, ABL, TEC	0.008351049897414	0.865233191423866	0.939469569791045
FOXI1	MG-132	9	Proteasome	0.0169932131660906	0.865244355526466	0.939469569791045
TCF12	NSC-207895	269	MDM4	-0.00967743548179706	0.865321908610564	0.939523464667179
PBX1	CMK	64	RSK	0.0164936584513458	0.865379082075981	0.939555229604076
PRDM14	AG-014699	1175	PARP1, PARP2	0.00619655949473839	0.865484099136979	0.939638935335173
FOXA2	17-AAG	1026	HSP90	0.0142265574035062	0.865576350881205	0.939678464852971
MEF2A	GSK269962A	127	ROCK1, ROCK2	0.0145455625911238	0.865571685775212	0.939678464852971
FOXF2	NU-7441	1038	PRKDC (DNAPK)	0.00611917561552175	0.865647531716861	0.939712408196001
REL	PD-0332991	1054	CDK4, CDK6	-0.0102393999072486	0.865663461337115	0.939712408196001
GATA1	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	0.005327868111405	0.865768131933351	0.939733021187762
GATA4	XAV 939	1268	TNKS1 (tankyrase-1)	0.00524806920678047	0.865806932170952	0.939733021187762
IKZF1	LAQ824	200	HDAC	0.00883207511492259	0.865771773690779	0.939733021187762
SOX2	TPCA-1	305	IKK	0.00830432822717653	0.865744617606415	0.939733021187762
VDR	JW-7-52-1	83	MTOR	-0.0233251041927802	0.865822062724413	0.939733021187762
TCF12	AC220	254	FLT3	-0.00660882170783049	0.86587219242433	0.939757123288104
PPARA	BMN-673	1259	PARP1	0.0122586327720397	0.865900314021368	0.939757338548505
IRF1	AG-014699	1175	PARP1, PARP2	-0.00669907865347611	0.866050731054979	0.939890276148958
ELK4	Crizotinib	37	MET, ALK	0.0106607370099515	0.866168004759335	0.939926620241678
SPI1	GSK2126458	283	PI3K, MTOR	-0.0187217710053703	0.866127369820168	0.939926620241678
VDR	FR-180204	263	ERK	-0.00529935494594587	0.866144624643131	0.939926620241678
SREBF1	WZ-1-84	59	BMX	-0.0106611967341872	0.866219730152091	0.939952442955622
ATF3	Temozolomide	1375	DNA akylating agent	-0.00488088207114771	0.866306575857883	0.939955761509351
NFE2	Cytarabine	1006	DNA synthesis	0.00958545197514454	0.866280128539547	0.939955761509351
RREB1	BIRB 0796	1042	p38, JNK2	-0.00586562240030164	0.866256247453505	0.939955761509351
NFKB1	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.011262641184809	0.866448628512629	0.940018974004466
PAX6	BMN-673	1259	PARP1	0.0117560213063002	0.866415441519223	0.940018974004466
RREB1	UNC1215	1262	LMBL3	-0.00304796584243248	0.866436084817494	0.940018974004466
CREB1	PLX4720	1036	BRAF	0.00781951772273521	0.866483990558742	0.940027035724791
POU5F1	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	-0.00849960374798383	0.866535436386546	0.94005254525962
MYB	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.0084513650295269	0.866591903709921	0.940083500495016
EBF1	MS-275	88	HDAC	-0.0175199642700335	0.866726833311614	0.940162590619088
POU5F1	TGX221	94	PI3Kbeta	-0.011687056343439	0.866748616821823	0.940162590619088
REST	Axitinib	1021	PDGFR, KIT, VEGFR	0.0103789382119691	0.866711867730537	0.940162590619088
BACH1	GDC0941	1058	PI3K (class 1)	-0.00985664508185036	0.866867719463145	0.940231174015668
NFYA	TG101348	306	JAK2	-0.00818465886187823	0.866861916127563	0.940231174015668
GATA4	AZD6482	156	PI3Kbeta	0.00804906009578072	0.866963533463779	0.940244190471884
NFYA	NSC-207895	269	MDM4	-0.00868369707712706	0.866949400643596	0.940244190471884
PAX6	CGP-082996	54	CDK4	0.0118503202501354	0.866916348080138	0.940244190471884
ATF2	BMS-754807	184	IGF1R	0.0104387708951285	0.867059604421623	0.940249438748453
EZH2	PI-103	302	PI3Ka, PRKDC (DNAPK)	0.0127034534901082	0.867067503879232	0.940249438748453
MAX	CGP-082996	54	CDK4	0.0120571761142605	0.867051771041157	0.940249438748453
TP53	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.00832505187587405	0.867080124231079	0.940249438748453
USF1	Cyclopamine	17	SMO	0.00983974157792165	0.867253652602893	0.940407309931707
GATA1	GNF-2	52	ABL [T315I]	0.00763472922533019	0.867303204982701	0.940430741790476
PLAG1	Gefitinib	1010	EGFR	0.00709829921408971	0.867370196398058	0.940473080955464
USF1	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.00917975665171848	0.867429331959971	0.940506899713687
POU3F2	TGX221	94	PI3Kbeta	-0.0137977115335534	0.867525294795823	0.940580644835973
BACH1	QL-XII-61	1203	BTK	-0.0103714684474583	0.867598071455375	0.940620235304189
SMAD4	TW 37	1149	BCL2, BCL2L1	0.00993830886714099	0.86761770805372	0.940620235304189
GATA2	MK-2206	1053	AKT1, AKT2	-0.0104505176123628	0.867717691047438	0.940639876979689
JUND	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	0.00815452706313359	0.867719673769467	0.940639876979689
RELA	WZ-1-84	59	BMX	-0.0140633827202205	0.867676068121376	0.940639876979689
MAZ	QL-XII-61	1203	BTK	0.0106339052563351	0.86782784890595	0.940726841721576
IKZF1	CAY10603	276	HDAC6	0.0113749559712915	0.867919886077474	0.9407963078439
FOXM1	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0091445410284945	0.868020638807344	0.94087521656289
ATF4	XMD14-99	253	EPHB3, CAMK1	-0.00502629998281837	0.868088890978666	0.940910605859526
IRF1	ZSTK474	223	PI3K	0.010310005398606	0.868109202868642	0.940910605859526
FOXO3	SB52334	304	ALK5	0.00743067274163628	0.868196479276574	0.940944595048887
TP53	BMS-754807	184	IGF1R	-0.0111188679918902	0.86818294990724	0.940944595048887
GATA4	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	-0.00759648838554221	0.86827900976484	0.941003737799823
USF1	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.00814521037455293	0.868436041438045	0.941143615346881
EGR1	HG-5-88-01	1143	EGFR, ADCK4	-0.00943704361414994	0.868592602107271	0.941252665225882
ELF5	Dabrafenib	1373	BRAF	-0.0101787510141961	0.868590819425905	0.941252665225882
ARNTL	BI-2536	60	PLK1, PLK2, PLK3	0.0155402442543573	0.868714973879794	0.94130349269928
FOXM1	QL-VIII-58	1166	MTOR, ATR	0.0106904315633535	0.86872341355637	0.94130349269928
SMAD4	PIK-93	303	PI4K, PI3K	0.0117775065402282	0.868671100497828	0.94130349269928
PPARA	Bryostatin 1	197	PRKC	-0.00610963622129232	0.868830587080637	0.941389311619035
SREBF2	THZ-2-102-1	346	CDK7	-0.0141230267269568	0.868897350594581	0.941431341647693
ELF1	I-BET	275	BRD2, BRD3, BRD4	-0.00957387847672448	0.868963789281677	0.941457227741161
POU3F2	QL-XII-61	1203	BTK	-0.013131759014993	0.868977189795021	0.941457227741161
TEAD1	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	-0.0261489705806229	0.869009810548951	0.94146226216079
MYB	XMD13-2	330	RIPK	0.00712070051970935	0.869074021295712	0.941501518918019
CDC5L	AZD8055	1059	MTORC1/2	-0.00685947353003074	0.869154464630476	0.941528051600961
MYB	BMS-708163 (rescreen)	1072	g-secretase	0.00575610699835143	0.869130336195857	0.941528051600961
NANOG	SNX-2112	328	HSP90	0.0130895832524275	0.869218768626044	0.941537098748295
SMAD3	Y-39983	309	ROCK	0.00834622837529819	0.869195304752772	0.941537098748295
ELF1	KIN001-055	288	JAK3, MNK1	0.00701565510549599	0.86942901803605	0.941638603293754
FLI1	Camptothecin	1003	TOP1	0.0171395678926024	0.869536310003366	0.941638603293754
NFE2	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.00749207147738485	0.869529479550038	0.941638603293754
PAX6	BMS-708163	205	g-secretase	0.00402701782785456	0.869449322527876	0.941638603293754
POU3F2	BX-912	222	PDPK1 (PDK1)	-0.0113222668150887	0.86946622372302	0.941638603293754
RREB1	CP724714	255	ERBB2	0.00565835976809588	0.869480552882665	0.941638603293754
TEAD1	NG-25	260	MAP3K7 (TAK1)	-0.00977004634034049	0.869400917328994	0.941638603293754
WT1	KIN001-055	288	JAK3, MNK1	-0.00697930572220285	0.86942364953413	0.941638603293754
ERG	PFI-1	1219	BRD2, BRD3, BRD4	0.00581642376150105	0.869611419047399	0.941663207354799
IRF2	KU-55933	1030	ATM	0.00719311853596824	0.869614989885222	0.941663207354799
ATF1	Temsirolimus	1016	MTOR	0.0109116827912847	0.869744825785068	0.941699612281825
NHLH1	CP724714	255	ERBB2	0.00598526603940351	0.869732845280182	0.941699612281825
PLAG1	GSK-1904529A	202	IGF1R	-0.00458993710030285	0.869770469396429	0.941699612281825
RUNX2	OSI-906	185	IGF1R	0.0109080786166845	0.86968255027895	0.941699612281825
TEAD1	BMS-754807	184	IGF1R	0.0119916824675904	0.869788514270703	0.941699612281825
EZH2	KIN001-244	287	PDPK1 (PDK1)	-0.00654385575636367	0.869844705984893	0.941730154407822
HNF4A	PHA-665752	6	MET	0.0128806748256916	0.869882189109153	0.94174044052075
SOX2	Docetaxel	1007	Microtubules	0.00838066093864275	0.869921966855663	0.941753210065856
GATA1	Shikonin	170	unknown	-0.00878276031775381	0.86999381167438	0.941761779635098
NHLH1	RO-3306	1052	CDK1	0.00685867145097596	0.869980333795914	0.941761779635098
SREBF1	ZG-10	1161	IRAK1	0.00921109235156726	0.870013831247507	0.941761779635098
ATF1	GDC0941	1058	PI3K (class 1)	-0.0104200314454474	0.870318622938084	0.941914550637589
ERG	I-BET	275	BRD2, BRD3, BRD4	0.00768604455050894	0.870322077442028	0.941914550637589
ESR1	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0106467343213779	0.87032288757026	0.941914550637589
NFE2L2	FTI-277	166	Farnesyl transferase (FNTA)	-0.0063576226207302	0.870255855903596	0.941914550637589
STAT1	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.0236754292628502	0.870311181701401	0.941914550637589
VDR	Crizotinib	37	MET, ALK	-0.0121153126973763	0.870188611069791	0.941914550637589
POU5F1	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	0.00417682395446659	0.870396851940284	0.941964308060012
EWSR1-FLI1	Genentech Cpd 10	225	AURKA, AURKB	-0.00984225287535731	0.870493044927908	0.942007827236294
STAT2	GSK1070916	226	AURKB	0.0118186749226728	0.870486972245715	0.942007827236294
ATF2	DMOG	165	Prolyl-4-Hydroxylase	0.00831452381113728	0.870800274278369	0.942058205033689
E2F7	Bleomycin (50 uM)	1378	DNA damage	-0.0109949143014156	0.870819514443561	0.942058205033689
EGR1	Bexarotene	186	Retinioic acid X family agonist	-0.00670308700647109	0.870754248501719	0.942058205033689
EGR1	LFM-A13	192	BTK	0.00443789823565778	0.870763071771773	0.942058205033689
EWSR1-FLI1	CGP-082996	54	CDK4	0.0115274505439692	0.870630391822584	0.942058205033689
FOXF2	HG-5-88-01	1143	EGFR, ADCK4	0.0103278921971315	0.87077405016132	0.942058205033689
GATA4	MG-132	9	Proteasome	-0.0139048799320217	0.87058650781632	0.942058205033689
GATA6	AUY922	194	HSP90	-0.0106319377107879	0.870708228317868	0.942058205033689
NFKB1	5-Fluorouracil	179	DNA antimetabolite	0.0107038778027078	0.87068184510157	0.942058205033689
STAT3	ABT-869	277	VEGFR and PDGFR family	-0.00658426743414905	0.870805878483699	0.942058205033689
CDX2	CUDC-101	273	HDAC, EGFR	-0.0121591788414543	0.870942892852345	0.942100827915844
IKZF1	AT-7519	219	CDK9	-0.0119154003315628	0.870929936703396	0.942100827915844
RUNX1	Methotrexate	1008	Dihydrofolate reductase (DHFR)	-0.0106437451888896	0.870912011643569	0.942100827915844
FOXD1	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.0194301711632739	0.870974945924217	0.942105219678586
CLOCK	Elesclomol	1031	HSP70	0.0104085838917069	0.87103908303877	0.942144314307242
FOXO3	AUY922	194	HSP90	-0.0100554058746112	0.871106889170504	0.942187374824313
SREBF1	AZD-0530	38	SRC, ABL1	-0.0113667454910691	0.871156881258681	0.942211165560977
E2F7	PLX4720	1036	BRAF	-0.00713485490741384	0.871270038023551	0.94230326915877
USF2	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	0.013222884373563	0.871320383982466	0.942327437351132
ESR1	DMOG	165	Prolyl-4-Hydroxylase	-0.0116684235914372	0.8714405635965	0.942336284029181
IKZF1	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	0.00471660874836919	0.871408878187841	0.942336284029181
SP1	Shikonin	170	unknown	0.0092630902204534	0.871413610212604	0.942336284029181
USF2	GSK2126458	283	PI3K, MTOR	-0.00974485492078474	0.871395671500723	0.942336284029181
POU2F1	NU-7441	1038	PRKDC (DNAPK)	-0.00568849157056545	0.871475305610333	0.942343574422174
AHR	Crizotinib	37	MET, ALK	-0.0126054522350212	0.871590147559275	0.942346646623857
ATF4	Shikonin	170	unknown	0.00779068730183287	0.87155711417717	0.942346646623857
CREB1	Shikonin	170	unknown	-0.0080059170841943	0.871540031881436	0.942346646623857
JUN	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.0116847378705108	0.871581164512914	0.942346646623857
LEF1	PD-173074	1049	FGFR1, FGFR3	0.0086038290875536	0.871648323671666	0.942347845969773
TCF3	Crizotinib	37	MET, ALK	0.0111096554892694	0.871670844157245	0.942347845969773
ZNF263	NVP-TAE684	35	ALK	-0.0169680192740233	0.871675257551181	0.942347845969773
SP1	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.00904119481531024	0.871867570197324	0.942462361445242
TEAD1	CHIR-99021	154	GSK3B	0.0067593314596381	0.871847251316799	0.942462361445242
TP53	GSK1070916	226	AURKB	-0.0113959203749888	0.871893199334352	0.942462361445242
ZNF263	ATRA	1009	Retinoic acid and retinoid X receptor agonist	-0.00834265285776877	0.871878713661725	0.942462361445242
STAT2	AZD-0530	38	SRC, ABL1	-0.0129820655391576	0.871986416703388	0.942502580664564
TBP	ABT-263	1011	BCL2, BCL2L1, BCL2L2	-0.00925690994549032	0.871977707720266	0.942502580664564
STAT1	CGP-082996	54	CDK4	-0.0119793614238581	0.872032619368257	0.942522249497035
IKZF1	Bosutinib	1019	SRC, ABL, TEC	-0.00950180025873449	0.872062170650852	0.942523920268937
IKZF1	DMOG	165	Prolyl-4-Hydroxylase	0.009551406147351	0.872202310762343	0.942624837621277
POU2F1	EKB-569	282	EGFR	0.0096434208152692	0.872211560492176	0.942624837621277
RREB1	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.00797493238212916	0.872350927730999	0.942745182479827
SMAD3	MG-132	9	Proteasome	-0.017667943980937	0.872460994531201	0.942833855792555
ZNF263	GSK429286A	230	ROCK2	0.006693020094122	0.872533954227074	0.94288242452839
LEF1	PLX4720 (rescreen)	1371	BRAF	-0.00817355408358159	0.872706958890169	0.943039097815014
EZH2	NU-7441	1038	PRKDC (DNAPK)	0.00539363111090293	0.872819217557267	0.943042398931408
MAZ	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	0.0119889154823446	0.872893652167499	0.943042398931408
MYCN	EKB-569	282	EGFR	0.0103916859909377	0.872775375965379	0.943042398931408
PPARD	Lapatinib	119	ERBB2, EGFR	0.0112258804742313	0.872906159902279	0.943042398931408
RUNX1	CUDC-101	273	HDAC, EGFR	0.0121661141140572	0.872860083955794	0.943042398931408
STAT6	Lapatinib	119	ERBB2, EGFR	0.0110632745053271	0.872790531692726	0.943042398931408
STAT6	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.01385376500664	0.872826443138365	0.943042398931408
GATA6	QL-XII-61	1203	BTK	-0.0112021148372117	0.873098332267701	0.943159262335785
PAX5	MS-275	88	HDAC	0.0163343800976346	0.873154453620445	0.943159262335785
PAX5	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.0135091510164597	0.873138804095018	0.943159262335785
PPARG	Bryostatin 1	197	PRKC	-0.00567187933419777	0.873097342266629	0.943159262335785
SP3	AT-7519	219	CDK9	0.00976451729885172	0.873153872779138	0.943159262335785
CEBPB	JQ12	164	HDAC	-0.0113080356739724	0.873234846519461	0.94321582770436
FOXI1	WH-4-023	56	SRC family, ABL	-0.0215787725418911	0.873323447720048	0.943281255271935
MYB	HG-5-88-01	1143	EGFR, ADCK4	-0.00983946309413368	0.873461584326664	0.943400180375927
YBX1	CP466722	152	ATM	-0.00695002011527739	0.87358779341962	0.943506215703518
GABPA	JW-7-52-1	83	MTOR	0.0187625436460904	0.873641018715408	0.94353323017165
HIF1A	AZ628	29	BRAF	0.0157530752531676	0.873781018712221	0.94353323017165
RARA	SB-715992	208	KIF11	-0.00906164975389647	0.87371291795839	0.94353323017165
SRF	FTI-277	166	Farnesyl transferase (FNTA)	-0.00529640614024981	0.873743898600918	0.94353323017165
STAT6	NG-25	260	MAP3K7 (TAK1)	0.00915269789298357	0.873765201150189	0.94353323017165
WT1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.00523091339751592	0.873704909086697	0.94353323017165
ATF4	Epothilone B	201	Microtubules	0.0110732894006454	0.87386270059352	0.943591157227763
RUNX1	OSI-906	185	IGF1R	0.0107938027125249	0.873916003773493	0.943618438416276
NHLH1	YM201636	310	FYV1	-0.00681295128161067	0.873954466593629	0.943629694360237
CLOCK	TAK-715	221	p38a	-0.0057233439306952	0.874030366999748	0.943651097182617
NFKB1	SL 0101-1	1039	RSK, AURKB, PIM3	0.0052031192840545	0.874012207679871	0.943651097182617
HIF1A	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	-0.00403125305281928	0.874118460796892	0.943697294685205
HNF1A	BMS-509744	63	ITK	-0.0124323407505662	0.874129236800373	0.943697294685205
HNF4A	TGX221	94	PI3Kbeta	-0.0145306158382179	0.87416575822725	0.943706450461527
STAT2	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	0.0101933673331754	0.874258034361519	0.943775793765618
ATF4	CCT018159	1170	HSP90	0.0061783774987759	0.874451636336188	0.943954512008674
MYB	Paclitaxel	11	Microtubules	0.0179900242062434	0.874488955855898	0.943964520153
NFE2	PLX4720 (rescreen)	1371	BRAF	0.00574792765717652	0.874619290022004	0.944074928820377
CEBPA	AS601245	207	JNK 	-0.00744608712445607	0.874758152945102	0.944194536156749
GLI2	JNK Inhibitor VIII	1043	JNK	-0.00476467888905376	0.874823705441668	0.944222975346221
ZEB1	PAC-1	175	CASP3 agonist	-0.00808896957992348	0.874840612605731	0.944222975346221
ELF5	Paclitaxel	11	Microtubules	-0.0197360609614449	0.874885474896491	0.944225181308699
SREBF1	AUY922	194	HSP90	-0.00887189315212655	0.874898768501871	0.944225181308699
VDR	NG-25	260	MAP3K7 (TAK1)	0.00860926637656333	0.875000884482979	0.944305107175714
FOXD1	ZM-447439	1050	AURKB	-0.00899885206181566	0.875055245207709	0.944333491870245
RUNX2	JQ12	164	HDAC	-0.0122800033439951	0.875087501028891	0.944338020557518
SOX2	Embelin	172	XIAP	-0.00559119803234486	0.87523403193675	0.944465863307404
JUND	JW-7-24-1	256	LCK	0.00956432277455881	0.875314124016253	0.944482539514737
NANOG	CX-5461	300	RNA Pol I	0.0117292044106595	0.875333676719779	0.944482539514737
PRDM14	XL-880	308	MET	0.00792683626960822	0.87531685740017	0.944482539514737
GATA2	AZ628	29	BRAF	0.0179201789421515	0.875422298274472	0.944517598449247
SP1	Bleomycin	190	DNA damage	0.0162398017114913	0.875411575934737	0.944517598449247
CTCF	OSI-027	299	MTORC1/2	-0.0132875384736334	0.875475547588308	0.94454476995847
LEF1	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.0115228808086831	0.875538054174246	0.944551648071363
ZNF423	ABT-869	277	VEGFR and PDGFR family	-0.0063873696235094	0.875536959065619	0.944551648071363
WT1	Salubrinal	111	GADD34-PP1C 	-0.0117258740933106	0.875649856400763	0.944641982151094
ATF4	OSU-03012	167	PDPK1 (PDK1)	0.0071564207485333	0.875698225715165	0.944663881865628
FOXD1	CCT018159	1170	HSP90	0.0071893044133111	0.875752536326624	0.944692189175055
PBX1	SB52334	304	ALK5	0.0092343943972652	0.875786399122944	0.944698437900086
TCF4	PF-4708671	1129	RPS6KB1 (p70S6KA)	-0.00701288864737457	0.875895075865661	0.944785384387001
ZNF423	NPK76-II-72-1	257	PLK3	0.00966574340474764	0.876029154617208	0.944899724333124
CLOCK	T0901317	333	LXR	0.00499344095788708	0.876116084817403	0.944910704888475
NFE2	MK-2206	1053	AKT1, AKT2	-0.00798494103883162	0.876087879698292	0.944910704888475
USF2	Roscovitine	110	CDKs	-0.00993584800823789	0.876123563988853	0.944910704888475
FOXF2	Roscovitine	110	CDKs	-0.0102144476637829	0.876233520989128	0.944968729736569
MAZ	NVP-TAE684	35	ALK	0.0142212065166912	0.876223271337349	0.944968729736569
NFE2	GSK-1904529A	202	IGF1R	-0.00387182086289154	0.876436940373497	0.945157819413934
FOXF2	Dasatinib	51	ABL, SRC, KIT, PDGFR	0.0212486183985268	0.876497584795833	0.945192932048568
RARA	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.00700882553707725	0.8766349655395	0.945310790299002
RUNX1	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	0.00884212956402711	0.876811092621533	0.945470421395588
ELF5	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	0.0131581003478952	0.876884104871433	0.945518856511857
FOXP3	KIN001-266	291	MAP3K8 (COT)	0.00898767016425832	0.87704354312297	0.945616452100886
