TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
PLAG1	MP470	293	PDGFR	-0.0164066433161608	0.792395055145568	0.910431005025713
CEBPB	Shikonin	170	unknown	0.0148294749102259	0.792549971689471	0.910483633150974
HNF1A	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0141170836950271	0.792690378599391	0.910483633150974
NR3C1	AUY922	194	HSP90	0.023554125101024	0.792719994609711	0.910483633150974
RUNX1	JQ12	164	HDAC	0.0221442400127219	0.792641462234606	0.910483633150974
RUNX2	Cytarabine	1006	DNA synthesis	0.0204378464783871	0.792696781380959	0.910483633150974
RUNX2	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.0136974984119419	0.79261256126605	0.910483633150974
TP53	MG-132	9	Proteasome	0.0242893313989649	0.792566085599434	0.910483633150974
TP53	SGC0946	1264	Q8TEK3 (DOT1L)	0.00585626784667845	0.792625187437752	0.910483633150974
VDR	GW843682X	87	PLK1	0.0361274723050638	0.792716278758667	0.910483633150974
ETS1	BMS-536924	62	IGF1R	0.0308488027857027	0.792835632718475	0.910554300407462
HIF1A	Z-LLNle-CHO	45	g-secretase	-0.0206318558172515	0.792833181362664	0.910554300407462
SMAD3	CAL-101	238	PI3Kdelta	0.0130703448932328	0.792963601300064	0.910643015439015
SRF	Lapatinib	119	ERBB2, EGFR	-0.0204053441905674	0.792966994813721	0.910643015439015
HLF	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	-0.0143646229783478	0.793010907577103	0.910662370577247
ESR2	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.0163529029781887	0.793069566038845	0.910698657193849
POU5F1	MK-2206	1053	AKT1, AKT2	-0.0154842094893549	0.793184081603662	0.910799081045796
POU2F1	BIRB 0796	1042	p38, JNK2	0.00949608749605869	0.793304467375772	0.910906238469178
NFYA	NVP-TAE684	35	ALK	0.0262035788978438	0.793362733224941	0.910942062252581
IRF2	GDC0941	1058	PI3K (class 1)	-0.0194398584652736	0.793396860916616	0.910950169014353
TEAD1	I-BET	275	BRD2, BRD3, BRD4	-0.0160514095388575	0.793510555182534	0.911036221851935
TP53	CMK	64	RSK	-0.020635184879244	0.793525948814965	0.911036221851935
AR	SNX-2112	328	HSP90	-0.0264529614264097	0.793622886108336	0.911074883798481
FOXP3	CP724714	255	ERBB2	-0.0135749452125021	0.793637645588551	0.911074883798481
HNF4A	PHA-665752	6	MET	-0.0210358752668961	0.793640836972814	0.911074883798481
CEBPB	Zibotentan, ZD4054	266	Endothelin A Receptor	-0.00574564828002566	0.793766910265292	0.91109530251282
ESR2	KIN001-266	291	MAP3K8 (COT)	0.013943826258208	0.793752534269955	0.91109530251282
FOXA2	AZD-0530	38	SRC, ABL1	0.0296219682467897	0.79370433005978	0.91109530251282
NR3C1	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	-0.05306020840365	0.793754910771327	0.91109530251282
PBX1	Elesclomol	1031	HSP70	-0.0241992288502037	0.793802438324441	0.911105008587717
YY1	ZG-10	1161	IRAK1	-0.0179083275545248	0.793852376459379	0.911131252932524
SREBF2	PF-4708671	1129	RPS6KB1 (p70S6KA)	-0.00951371398675017	0.793951116846199	0.911213505574233
CEBPB	OSI-027	299	MTORC1/2	0.0234052274149864	0.793993167721671	0.911217406765996
HIF1A	UNC0638	245	G9a(EHMT2), GLP(EHMT1)	0.0123970523656685	0.794008666492932	0.911217406765996
ARNTL	ABT-869	277	VEGFR and PDGFR family	-0.00821152552821553	0.794073479445034	0.911260713701457
FOXM1	NG-25	260	MAP3K7 (TAK1)	-0.0129309199964543	0.794129553251746	0.911291942467884
GATA4	I-BET	275	BRD2, BRD3, BRD4	0.013042343285687	0.794154847144275	0.911291942467884
LEF1	MLN4924	1529	NEDD8-activating enzyme	0.0226744290409839	0.794185965973035	0.911296579775741
FOXD1	BMS-708163	205	g-secretase	0.0074216684612164	0.794251022082816	0.911309087283416
MYCN	ZSTK474	223	PI3K	0.0166216620971298	0.794229424821251	0.911309087283416
HNF1A	JW-7-52-1	83	MTOR	0.038301678554424	0.794316219152096	0.911321754808884
STAT3	RO-3306	1052	CDK1	0.0132454673451424	0.79430195409746	0.911321754808884
AHR	BMS-536924	62	IGF1R	-0.0328345859021942	0.79456069174109	0.911510065593795
ARNT	Gemcitabine	135	DNA replication	0.0272534154672365	0.794615772231655	0.911510065593795
ESR2	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	0.0283305728749352	0.794560934797829	0.911510065593795
SOX2	Camptothecin	1003	TOP1	-0.0164180564775846	0.794591489827213	0.911510065593795
SREBF2	PIK-93	303	PI4K, PI3K	0.0140398060109817	0.794593702083276	0.911510065593795
SPI1	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.0235848031451229	0.7946651324477	0.911535618013883
CEBPB	PFI-1	1219	BRD2, BRD3, BRD4	0.0114234249825155	0.794870001124421	0.911695363487596
NFKB1	RO-3306	1052	CDK1	0.0123466098504073	0.79488566485861	0.911695363487596
STAT3	GW 441756	1023	NTRK1	0.014396762585115	0.794879001762534	0.911695363487596
NFKB1	QL-XII-61	1203	BTK	0.0210662322886389	0.79503812202141	0.911773753091151
POU2F1	VX-702	1028	p38	0.00819975831564374	0.795015191102494	0.911773753091151
SMAD3	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	0.0201285672880347	0.795062378011173	0.911773753091151
USF2	EKB-569	282	EGFR	0.0155759898141652	0.795029536680529	0.911773753091151
ELF1	CAY10603	276	HDAC6	-0.0175628118886999	0.795119128991894	0.911807764966001
SOX2	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.0240565850111096	0.795181343152145	0.911848039244453
EWSR1-FLI1	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	0.0101597113448932	0.795253097241904	0.911899250006006
TEAD1	GDC0941 (rescreen)	1527	PI3K	0.0150936890148865	0.795289017197592	0.911909368463935
JUN	TG101348	306	JAK2	-0.0163190502718605	0.795316711968921	0.911910055236919
GATA1	S-Trityl-L-cysteine	41	KIF11	0.0245846124509932	0.795421514474862	0.911999150671191
BACH1	AZD6482 (rescreen)	1066	PI3Kbeta	0.0122325077633901	0.7956569623727	0.912051603155763
ESR1	Cytarabine	1006	DNA synthesis	0.0228691398029015	0.795586075672626	0.912051603155763
MEF2A	BAY 61-3606	178	SYK	-0.0137863562882851	0.795640226457557	0.912051603155763
PAX6	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	0.011026334272507	0.795642281079124	0.912051603155763
PAX6	JNJ-26854165	1133	MDM2	0.0101076604784841	0.795516350347749	0.912051603155763
SOX2	AUY922	194	HSP90	0.0151690375309873	0.795522990479175	0.912051603155763
SRF	TPCA-1	305	IKK	-0.0158550983273433	0.795633370166562	0.912051603155763
EBF1	Rapamycin	3	MTOR	-0.0395963596962764	0.795745698899175	0.912074769295209
JUN	GW843682X	87	PLK1	0.046653141244583	0.795893977853564	0.912074769295209
PPARG	Gefitinib	1010	EGFR	0.0109648657907016	0.795756763182953	0.912074769295209
REL	ZG-10	1161	IRAK1	-0.0162155549173189	0.79588002360301	0.912074769295209
SOX2	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.0117276426033323	0.795851585975119	0.912074769295209
STAT1	BI-2536	60	PLK1, PLK2, PLK3	0.0312447135628415	0.795801553764107	0.912074769295209
TEAD1	OSI-906	185	IGF1R	0.016790928029297	0.79585481412597	0.912074769295209
TP53	BI-2536	60	PLK1, PLK2, PLK3	0.0272180911867431	0.795842422539885	0.912074769295209
STAT3	JW-7-52-1	83	MTOR	-0.0386331671922522	0.795952514088901	0.91211079238864
HLF	AG-014699	1175	PARP1, PARP2	0.010535845347999	0.79601977438001	0.912153808233953
TCF12	XMD8-85	106	MAP2K5 (ERK5)	-0.0211249401207477	0.796044257959871	0.912153808233953
ERG	Erlotinib	1	EGFR	0.0182485618978682	0.796093528304068	0.912179207921605
AR	Rapamycin	3	MTOR	-0.054332348686661	0.796155303640072	0.912202981668681
CDX2	BMS-536924 (rescreen)	1091	IGF1R	-0.0141098863898952	0.796168485619844	0.912202981668681
FLI1	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.0411718113805657	0.796410760837758	0.91235632636649
FOXA2	XAV 939	1268	TNKS1 (tankyrase-1)	0.0111739012864004	0.796339967453712	0.91235632636649
FOXD1	JNJ-26854165	1133	MDM2	-0.010848739945108	0.796392956029492	0.91235632636649
IKZF1	KIN001-102	228	AKT1	0.0148193849532714	0.796382045001767	0.91235632636649
EGR1	KIN001-236	286	TIE2	-0.00796045439660356	0.796448820427012	0.912368870671946
JUND	CP466722	152	ATM	0.0149754479280359	0.79648866175242	0.912383455114966
STAT2	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	0.0186386746896275	0.796573355042342	0.912449415062456
CLOCK	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.0165742754648952	0.796715925285389	0.912478461150126
FOXP3	THZ-2-102-1	346	CDK7	-0.0323181213718364	0.796773430188429	0.912478461150126
JUN	JQ12	164	HDAC	0.0218203693591378	0.796809629241311	0.912478461150126
POU2F1	ABT-888	1018	PARP1, PARP2	0.00711909038793245	0.796726835679259	0.912478461150126
PRDM14	XL-880	308	MET	0.0133444820983359	0.796815614165534	0.912478461150126
SREBF2	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	0.00951182321972742	0.796690409437339	0.912478461150126
STAT2	KIN001-244	287	PDPK1 (PDK1)	0.0122960954338927	0.796636583232864	0.912478461150126
WT1	SB590885	1061	BRAF	0.0126680186746128	0.796799977862629	0.912478461150126
CLOCK	KIN001-055	288	JAK3, MNK1	-0.00928285945437514	0.796918548891978	0.912548999623982
IRF2	SB590885	1061	BRAF	0.0133190520171831	0.796933519671847	0.912548999623982
SPI1	KIN001-055	288	JAK3, MNK1	0.0180137163246057	0.796958555844543	0.912548999623982
CEBPA	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.012135025779358	0.797017378613281	0.912569329144525
EZH2	GSK2126458	283	PI3K, MTOR	-0.0155947681440298	0.797057656520675	0.912569329144525
RXRA	Epothilone B	201	Microtubules	0.0216270749147585	0.797055745356848	0.912569329144525
GATA1	CAL-101	238	PI3Kdelta	-0.0121592892902393	0.79714584542918	0.912639251187884
ATF3	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.0136300755745593	0.797303537134464	0.912776506924157
CEBPB	WH-4-023	56	SRC family, ABL	0.0342644464912539	0.797319974760255	0.912776506924157
BATF	RO-3306	1052	CDK1	0.0151977709104033	0.797592232501021	0.912940526758665
CEBPB	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	0.0113304772363412	0.797555295432733	0.912940526758665
CREB1	EKB-569	282	EGFR	0.0156357151076001	0.797640002180319	0.912940526758665
CTCF	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.0149424762069644	0.79756293155337	0.912940526758665
ESR1	Tamoxifen	1199	ER	0.00960875815245056	0.797602711577529	0.912940526758665
FLI1	ZG-10	1161	IRAK1	0.0275581742094125	0.797664476326703	0.912940526758665
MYB	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.0344550142645816	0.797501768837776	0.912940526758665
PAX6	CGP-082996	54	CDK4	0.0189629173640844	0.797680259392818	0.912940526758665
REST	NG-25	260	MAP3K7 (TAK1)	0.0181853871851785	0.797707992891059	0.912941221503336
ELF1	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.0176705010239131	0.797756913913608	0.912966163552859
AHR	Ruxolitinib	206	JAK1, JAK2, TYK2	0.0089121911427664	0.797822724125572	0.912996610504871
ELF5	Embelin	172	XIAP	-0.0100988747334252	0.797837774920465	0.912996610504871
ATF3	DMOG	165	Prolyl-4-Hydroxylase	0.0144929248905325	0.797956995075988	0.913039903079672
CDX2	OSI-906	185	IGF1R	0.0177423695071019	0.797915254731593	0.913039903079672
HIF1A	JNK Inhibitor VIII	1043	JNK	-0.00815112289353182	0.797945368793774	0.913039903079672
CEBPA	AZD6482 (rescreen)	1066	PI3Kbeta	0.013210534805138	0.798082446606961	0.913065754242371
ESR2	PAC-1	175	CASP3 agonist	0.0141147772830244	0.798084517084069	0.913065754242371
TCF4	ABT-263	1011	BCL2, BCL2L1, BCL2L2	-0.0205430731540665	0.798088108529129	0.913065754242371
ZNF423	Vinorelbine	140	Microtubules	-0.0199583964543763	0.798059911735134	0.913065754242371
PRDM14	SB 216763	1025	GSK3A, GSK3B	-0.00960376751211113	0.798136170683535	0.913089701011434
ARNT	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.0137426557416871	0.798185983267154	0.913098766655188
SPI1	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	0.0352801802661321	0.798240037208273	0.913098766655188
TCF12	WZ3105	252	CLK2, CNSK1E, FLT3, ULK1	0.0154618159229052	0.798252619596759	0.913098766655188
ZEB1	AZD6482 (rescreen)	1066	PI3Kbeta	0.0151367418372473	0.798210752272317	0.913098766655188
BATF	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	0.0092436687108621	0.79832463449594	0.91311426623058
CTCF	Parthenolide	89	NFKB1	-0.0204494016951548	0.798374696125421	0.91311426623058
NFE2L2	FH535	173	unknown 	-0.0159624119263916	0.798358866130013	0.91311426623058
TCF12	GSK429286A	230	ROCK2	-0.0113031521488163	0.798325193939392	0.91311426623058
YBX1	LY317615	229	PRKCB (PKCbeta)	0.0147164802044167	0.798446490177234	0.913165345666048
TP53	CGP-082996	54	CDK4	0.016785256292209	0.798583103416504	0.913290551362051
CREB1	TAK-715	221	p38a	-0.00991568760642227	0.798801874948625	0.913326569688558
E2F7	OSI-930	298	KIT, VEGFR, PDGFR	-0.00860351559261363	0.798877803425074	0.913326569688558
FOS	FR-180204	263	ERK	-0.00724792827862809	0.798967390824568	0.913326569688558
GABPA	XMD8-85	106	MAP2K5 (ERK5)	0.0181908659621316	0.798835286084297	0.913326569688558
GATA4	AG-014699	1175	PARP1, PARP2	-0.00886832325465042	0.79889889405348	0.913326569688558
GATA6	AT-7519	219	CDK9	0.0175027339313517	0.798857688255427	0.913326569688558
IKZF1	GSK-1904529A	202	IGF1R	-0.0083541784384132	0.798827981964663	0.913326569688558
IKZF1	KIN001-266	291	MAP3K8 (COT)	0.0128582072535687	0.798779531014729	0.913326569688558
IRF2	YK 4-279	1239	RNA helicase A	-0.0165899894895843	0.798939518562892	0.913326569688558
PBX1	EX-527	341	SIRT1	0.00788073588426996	0.798808960991252	0.913326569688558
POU2F1	Bicalutamide (rescreen)	1502	ANDR (androgen receptor)	0.00650207631013899	0.79894515193511	0.913326569688558
VDR	Rapamycin	3	MTOR	-0.0392324556869091	0.798737794623975	0.913326569688558
ZNF423	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.0189633293951742	0.798932169393668	0.913326569688558
KLF5	AZD6482	156	PI3Kbeta	-0.0123478946031478	0.799093374959481	0.913338270700438
SP1	Mitomycin C	136	DNA crosslinker	-0.0182462098359851	0.799059631919183	0.913338270700438
SPI1	681640	1046	WEE1, CHEK1	-0.0212470556892616	0.799040373161729	0.913338270700438
SREBF1	A-770041	55	SRC family	0.0271372263353852	0.799040273784949	0.913338270700438
USF2	AZD6482 (rescreen)	1066	PI3Kbeta	-0.0117281526749194	0.79911331805215	0.913338270700438
FOXF2	FK866	1248	NAMPT	0.0274005339944409	0.799282276435283	0.913407300965346
IRF1	AICAR	1001	AAPK1 (AMPK) agonist	0.0135425704332721	0.799202590994236	0.913407300965346
MEF2A	Bortezomib	104	Proteasome	-0.0224083646684887	0.799252721497461	0.913407300965346
SOX2	AT-7519	219	CDK9	-0.0153032214817089	0.79925991188203	0.913407300965346
STAT3	TG101348	306	JAK2	0.0152735220623516	0.799352934066585	0.913457030186103
CEBPA	Vinorelbine	140	Microtubules	0.0174135058044137	0.79947124848909	0.913511175887802
EWSR1-FLI1	YM155	268	BIRC5 (Survivin)	-0.0241361431769987	0.799481746385361	0.913511175887802
STAT2	TGX221	94	PI3Kbeta	-0.0203796607530273	0.799450689988525	0.913511175887802
ESR2	XMD8-92	1164	MAP2K5 (ERK5)	-0.0169902980134784	0.799569971127063	0.913549951734156
SMAD4	Olaparib	1017	PARP1, PARP2	-0.0135132326803048	0.799545297910232	0.913549951734156
EGR1	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0133301535234172	0.79963248324324	0.913575618763352
RELA	PFI-1	1219	BRD2, BRD3, BRD4	0.0119144491526537	0.799673716717572	0.913575618763352
RREB1	MG-132	9	Proteasome	-0.023198239048947	0.799673871732271	0.913575618763352
CEBPB	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.0137008008973596	0.799744466487661	0.913594243903542
ERG	Axitinib	1021	PDGFR, KIT, VEGFR	0.0116256397876355	0.799729618238801	0.913594243903542
GATA2	AZD8055	1059	MTORC1/2	0.0119606496313831	0.799850641725317	0.91363136006199
NFE2L2	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	0.0124212515925898	0.799885545215467	0.91363136006199
RREB1	GDC0941 (rescreen)	1527	PI3K	0.0122200901097687	0.799880933255468	0.91363136006199
RUNX1	FR-180204	263	ERK	0.00980345858268429	0.799852692008985	0.91363136006199
EWSR1-FLI1	AP-24534	155	ABL	0.0151193595524972	0.800149453055524	0.913700101650831
FOXF2	CHIR-99021 (rescreen)	1241	GSK3B	0.0107021424764959	0.800150032520573	0.913700101650831
FOXP3	KIN001-055	288	JAK3, MNK1	0.0137735543565508	0.799981038111475	0.913700101650831
GATA4	ABT-869	277	VEGFR and PDGFR family	-0.00810391627627017	0.8001302144538	0.913700101650831
NFYA	Y-39983	309	ROCK	-0.0118945213303453	0.800038513788702	0.913700101650831
PRDM14	BMS-345541	203	IKBKB	-0.0101036590905249	0.800162920693952	0.913700101650831
SP3	WH-4-023	56	SRC family, ABL	-0.0292102805969783	0.800028719585566	0.913700101650831
SRF	Sorafenib	30	PDGFRA, PDGFRB, KDR, KIT, FLT3	0.022894184068987	0.800088259597001	0.913700101650831
FOS	EKB-569	282	EGFR	-0.0146183919903308	0.800323022196696	0.913781077694369
FOXF2	ABT-888	1018	PARP1, PARP2	0.00714250181632492	0.800398828105537	0.913781077694369
FOXO3	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.0122020028679012	0.800423894530679	0.913781077694369
GATA4	STF-62247	258	stimulates autophagy	0.00777881695934282	0.800325815439223	0.913781077694369
SREBF2	CCT018159	1170	HSP90	-0.0104854792304921	0.80031883628675	0.913781077694369
TFAP2A	GSK2126458	283	PI3K, MTOR	0.0159841204663198	0.800380904638093	0.913781077694369
USF2	Cyclopamine	17	SMO	0.0144459590351478	0.800343204215611	0.913781077694369
FOXF2	Roscovitine	110	CDKs	-0.0168675641895795	0.800493219036751	0.913798225584488
GATA6	FK866	1248	NAMPT	0.0297023394615936	0.800466791271509	0.913798225584488
ATF3	681640	1046	WEE1, CHEK1	0.0127803714556439	0.800597789319801	0.913869484417848
HIF1A	Phenformin	196	AAPK1 (AMPK) agonist	0.0167340697945327	0.800609950336527	0.913869484417848
POU3F2	GNF-2	52	ABL [T315I]	-0.0155324745091003	0.800653868854336	0.913888619850523
GATA4	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	0.0198314156920752	0.800778134868726	0.913968465052633
TCF12	NSC-207895	269	MDM4	0.0145572635364039	0.800757129837066	0.913968465052633
SOX2	IOX2	1230	EGLN1	-0.00656964362242988	0.800854854556538	0.914025031541654
STAT3	Y-39983	309	ROCK	0.0140681312036699	0.800967721042561	0.914122847559679
SMAD4	TPCA-1	305	IKK	-0.0187612288421026	0.801021677629816	0.914153426945793
ATF3	SB590885	1061	BRAF	-0.011710986473623	0.801319318382965	0.914171737888239
CEBPA	Bryostatin 1	197	PRKC	0.00929429648283242	0.801392394705484	0.914171737888239
CLOCK	VNLG/124	271	HDAC, RAR 	0.00747403162562513	0.801365629669008	0.914171737888239
E2F4	BMS-536924 (rescreen)	1091	IGF1R	-0.0112104715320438	0.801432733709971	0.914171737888239
ELF5	CAY10603	276	HDAC6	-0.0148348142749011	0.801469658170784	0.914171737888239
FOXP3	HG-5-88-01	1143	EGFR, ADCK4	-0.0224999025931432	0.801392713303031	0.914171737888239
HNF1A	MG-132	9	Proteasome	-0.0272509602633319	0.801117509984838	0.914171737888239
MAZ	CCT018159	1170	HSP90	-0.00999336595747808	0.801126058424955	0.914171737888239
NFE2	ABT-263	1011	BCL2, BCL2L1, BCL2L2	0.014625901787673	0.801400567369729	0.914171737888239
POU2F1	AT-7519	219	CDK9	0.0163096167701655	0.801070686237629	0.914171737888239
PPARG	SL 0101-1	1039	RSK, AURKB, PIM3	0.00785672390284551	0.801285527902989	0.914171737888239
RUNX1	Lenalidomide	1020	TNFA	-0.00940426299061763	0.801173444678563	0.914171737888239
RXRA	Cytarabine	1006	DNA synthesis	-0.0182931799242242	0.801472330950241	0.914171737888239
SMAD4	Midostaurin	153	KIT	0.016645081071095	0.801211706921031	0.914171737888239
TCF3	Elesclomol	1031	HSP70	0.0192235338488954	0.801202491004206	0.914171737888239
TP63	CUDC-101	273	HDAC, EGFR	-0.0192051450796073	0.801469079677497	0.914171737888239
ARNTL	Bleomycin	190	DNA damage	-0.0218462550071746	0.801548322302072	0.914210375407647
FOXA1	BMS-509744	63	ITK	0.0269973409959256	0.801669190284668	0.914210375407647
FOXI1	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	0.0147078160030444	0.801588640028264	0.914210375407647
NANOG	XMD8-85	106	MAP2K5 (ERK5)	-0.0202397544098549	0.80160801676065	0.914210375407647
TCF12	BX-912	222	PDPK1 (PDK1)	-0.0162980561152372	0.801641398671723	0.914210375407647
TCF4	GDC0941 (rescreen)	1527	PI3K	0.0158395349630294	0.801650231040208	0.914210375407647
RUNX1	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	-0.0150874036997069	0.801700488037987	0.914215089110509
STAT6	Ruxolitinib	206	JAK1, JAK2, TYK2	0.00891330615151189	0.801729630364683	0.914217344647402
NFYA	TL-1-85	261	MAP3K7 (TAK1)	0.0125575036946422	0.801773859896497	0.914236803483538
ELK4	QL-XI-92	329	DDR1	-0.0101721234288755	0.801832987458328	0.914273248167436
IRF2	KU-55933	1030	ATM	0.0114367868162302	0.801898036633088	0.914285467270363
TEAD1	GSK429286A	230	ROCK2	-0.0116645115623145	0.801891281723528	0.914285467270363
SPI1	CHIR-99021 (rescreen)	1241	GSK3B	0.0189091757530002	0.802004600789902	0.91437598968746
VDR	BMS-509744	63	ITK	0.0202304124284042	0.802044542728666	0.914390551677956
E2F4	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.0137077965237547	0.802083913503363	0.914404461534354
ARNT	GSK690693	326	AKT	0.0141017224635616	0.802113909250346	0.914407682942226
EGR1	EX-527	341	SIRT1	-0.00572281317864154	0.802300175311916	0.914443723030342
FOXO3	WZ-1-84	59	BMX	-0.0166476864986138	0.802328071799902	0.914443723030342
PAX6	BMS-708163 (rescreen)	1072	g-secretase	-0.00907738700205053	0.802198887236089	0.914443723030342
PLAG1	CHIR-99021	154	GSK3B	-0.0096641418861381	0.802293829052657	0.914443723030342
TBP	Cyclopamine	17	SMO	0.0132107601479701	0.802246845823449	0.914443723030342
TFAP2A	WH-4-023	56	SRC family, ABL	-0.028251468872445	0.802335721211201	0.914443723030342
TP53	Masitinib	292	KIT	-0.011312137092926	0.802255053563914	0.914443723030342
CDC5L	GSK-1904529A	202	IGF1R	0.00702525784229734	0.802452578448204	0.914482260555624
NFE2	Epothilone B	201	Microtubules	0.0170321127201081	0.802478223176028	0.914482260555624
POU2F1	WH-4-023	56	SRC family, ABL	0.0289809809563393	0.802445682134717	0.914482260555624
RUNX1	CCT007093	1067	PPM1D	-0.00874032163840991	0.802460043837433	0.914482260555624
GATA1	VX-11e	262	ERK	-0.0142025725547003	0.802573190274586	0.914494239127309
JUND	Sorafenib	30	PDGFRA, PDGFRB, KDR, KIT, FLT3	0.0260202449693692	0.802577371912918	0.914494239127309
MYB	PI-103	302	PI3Ka, PRKDC (DNAPK)	0.0211406560194607	0.802597425081068	0.914494239127309
ZNF423	Salubrinal	111	GADD34-PP1C 	0.0196842792841502	0.802556086470658	0.914494239127309
ATF4	OSU-03012	167	PDPK1 (PDK1)	-0.0117196162138704	0.802767174617404	0.914612583981408
RARA	TG101348	306	JAK2	0.0116703272702392	0.802782817733198	0.914612583981408
RUNX2	CP466722	152	ATM	0.0142467823673559	0.802757592231224	0.914612583981408
JUND	Gefitinib	1010	EGFR	-0.0127287621774322	0.802837610369552	0.914644046477346
TCF3	I-BET	275	BRD2, BRD3, BRD4	0.0142927642136042	0.802867399322151	0.914647022008902
CLOCK	Zibotentan, ZD4054	266	Endothelin A Receptor	0.00466978177388075	0.80295149103158	0.914711858330834
STAT2	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	0.0108599547080155	0.803124819278778	0.914878343921854
PPARG	AV-951	312	VEGFR	0.00679637959497195	0.803193986837824	0.914926167778879
ELF5	PXD101, Belinostat	274	HDAC	-0.0166840817239178	0.80334078176122	0.914929133354628
MEF2A	Erlotinib	1	EGFR	0.0174459460129247	0.80335282535648	0.914929133354628
SREBF2	SB-715992	208	KIF11	-0.0155742858409768	0.80323523729589	0.914929133354628
STAT1	AUY922	194	HSP90	-0.0179223543492375	0.803316331685436	0.914929133354628
STAT6	Bleomycin (50 uM)	1378	DNA damage	-0.0204837051017419	0.803359703454542	0.914929133354628
YY1	Erlotinib	1	EGFR	-0.0207951230562047	0.80329107588461	0.914929133354628
FLI1	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.0223421626066518	0.803429760850431	0.914934267337335
MEF2A	SB-715992	208	KIF11	-0.0143454993135938	0.803393360140262	0.914934267337335
NFKB1	Gemcitabine	135	DNA replication	-0.0307053550037807	0.80347248795787	0.914934267337335
TBP	LY317615	229	PRKCB (PKCbeta)	0.0136499055594062	0.80347295412732	0.914934267337335
ATF1	XAV 939	1268	TNKS1 (tankyrase-1)	0.00888484711333821	0.803702831174924	0.914948374088965
CEBPB	Masitinib	292	KIT	0.0117918907890251	0.803601739662311	0.914948374088965
ELK4	AR-42	272	HDAC	0.014292891652236	0.803656597215301	0.914948374088965
GABPA	BMS-509744	63	ITK	0.0164299935428491	0.803692557306066	0.914948374088965
IRF1	Crizotinib	37	MET, ALK	-0.0176820888999083	0.803688126651868	0.914948374088965
JUND	Lenalidomide	1020	TNFA	0.00911719218177201	0.803685891135895	0.914948374088965
SPI1	EKB-569	282	EGFR	-0.0282418029654469	0.803626478534962	0.914948374088965
USF1	ABT-888	1018	PARP1, PARP2	0.00706827346553634	0.803661912776691	0.914948374088965
FLI1	XMD8-92	1164	MAP2K5 (ERK5)	0.0228571131807053	0.803753903011414	0.914975565074048
GATA6	BMS-536924 (rescreen)	1091	IGF1R	-0.0118779269608194	0.803833901342427	0.915027107014331
TP53	BMS-345541	203	IKBKB	0.0102671018513153	0.803853556558779	0.915027107014331
FOXA1	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.0159023879397416	0.804005521500904	0.915052840299579
GATA3	ZSTK474	223	PI3K	0.0210298274338305	0.803955615519951	0.915052840299579
MYB	ZG-10	1161	IRAK1	-0.0161776190807397	0.804012109359645	0.915052840299579
RREB1	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.014756247211818	0.804008005745696	0.915052840299579
